,BUILDINGID,WattHours,time
5085,0069,134.872,2021-11-07T08:12:01.643359Z
5086,006a,2514.0,2021-11-07T08:12:01.643359Z
5087,0071,3047.5,2021-11-07T08:12:01.643359Z
5088,0072,650.75,2021-11-07T08:12:01.643359Z
5089,0073,1246.0,2021-11-07T08:12:01.643359Z
5090,0074,957.75,2021-11-07T08:12:01.643359Z
5091,0075,1236.25,2021-11-07T08:12:01.643359Z
5092,0076,1293.5,2021-11-07T08:12:01.643359Z
5093,0077,1449.75,2021-11-07T08:12:01.643359Z
5094,0080,1667.5,2021-11-07T08:12:01.643359Z
5095,0081,6150.5,2021-11-07T08:12:01.643359Z
5096,0083,2209.5,2021-11-07T08:12:01.643359Z
5097,0084,2037.75,2021-11-07T08:12:01.643359Z
5098,0085,1987.5,2021-11-07T08:12:01.643359Z
5099,0086,1894.5,2021-11-07T08:12:01.643359Z
5100,0087,10528.75,2021-11-07T08:12:01.643359Z
5101,0088,1070.0,2021-11-07T08:12:01.643359Z
5102,0089,1746.25,2021-11-07T08:12:01.643359Z
5103,008b,48320.25,2021-11-07T08:12:01.643359Z
5104,0090,1993.5,2021-11-07T08:12:01.643359Z
5105,0091,1767.5,2021-11-07T08:12:01.643359Z
5106,0092,2158.75,2021-11-07T08:12:01.643359Z
5107,0093,2528.25,2021-11-07T08:12:01.643359Z
5108,0094,3003.5,2021-11-07T08:12:01.643359Z
5109,0095,1915.0,2021-11-07T08:12:01.643359Z
5110,0096,1519.0,2021-11-07T08:12:01.643359Z
5111,0097,3085.5,2021-11-07T08:12:01.643359Z
5112,0098,2.82725,2021-11-07T08:12:01.643359Z
5113,0099,3653.75,2021-11-07T08:12:01.643359Z
5114,009a,67166.75,2021-11-07T08:12:01.643359Z
5115,0100,1012.0,2021-11-07T08:12:01.643359Z
5116,0101,2358.0,2021-11-07T08:12:01.643359Z
5117,0102,2157.75,2021-11-07T08:12:01.643359Z
5118,0104,1928.75,2021-11-07T08:12:01.643359Z
5119,0105,2717.5,2021-11-07T08:12:01.643359Z
5120,0106,1978.75,2021-11-07T08:12:01.643359Z
5121,0107,3162.75,2021-11-07T08:12:01.643359Z
5122,0111,92644.5,2021-11-07T08:12:01.643359Z
5123,0113,15899.25,2021-11-07T08:12:01.643359Z
5124,0114,10642.25,2021-11-07T08:12:01.643359Z
5125,0115,3925.0,2021-11-07T08:12:01.643359Z
5126,0117,25309.0,2021-11-07T08:12:01.643359Z
5127,0118,21232.5,2021-11-07T08:12:01.643359Z
5128,0121,11591.0,2021-11-07T08:12:01.643359Z
5129,0123,11406.25,2021-11-07T08:12:01.643359Z
5130,0124,35038.0,2021-11-07T08:12:01.643359Z
5131,0128,2617.0,2021-11-07T08:12:01.643359Z
5132,0130,3061.25,2021-11-07T08:12:01.643359Z
5133,0151,7.982,2021-11-07T08:12:01.643359Z
5134,016a,10758.25,2021-11-07T08:12:01.643359Z
5135,0194,2817.0,2021-11-07T08:12:01.643359Z
5136,0201,25943.5,2021-11-07T08:12:01.643359Z
5137,0202,38247.75,2021-11-07T08:12:01.643359Z
5138,026a,3762.28175,2021-11-07T08:12:01.643359Z
5139,109a,2481.25,2021-11-07T08:12:01.643359Z
5140,109b,3171.5,2021-11-07T08:12:01.643359Z
5141,109c,4614.5,2021-11-07T08:12:01.643359Z
5142,109d,1550.25,2021-11-07T08:12:01.643359Z
5143,0002,3103.25,2021-11-07T07:57:01.958350Z
5144,0005,45940.25,2021-11-07T07:57:01.958350Z
5145,0006,48014.5,2021-11-07T07:57:01.958350Z
5146,0007,41812.75,2021-11-07T07:57:01.958350Z
5147,0008,35327.25,2021-11-07T07:57:01.958350Z
5148,0009,16242.75,2021-11-07T07:57:01.958350Z
5149,0010,18733.21625,2021-11-07T07:57:01.958350Z
5150,0012,6928.0,2021-11-07T07:57:01.958350Z
5151,0013,4002.5,2021-11-07T07:57:01.958350Z
5152,0014,2088.0,2021-11-07T07:57:01.958350Z
5153,0015,153.898,2021-11-07T07:57:01.958350Z
5154,0016,24953.5,2021-11-07T07:57:01.958350Z
5155,0017,17.70225,2021-11-07T07:57:01.958350Z
5156,0018,1888.5,2021-11-07T07:57:01.958350Z
5157,0019,51132.25,2021-11-07T07:57:01.958350Z
5158,0027,4771.75,2021-11-07T07:57:01.958350Z
5159,0029,26931.75,2021-11-07T07:57:01.958350Z
5160,0030,17293.5,2021-11-07T07:57:01.958350Z
5161,0031,10138.25,2021-11-07T07:57:01.958350Z
5162,0032,1129.75,2021-11-07T07:57:01.958350Z
5163,0033,7946.25,2021-11-07T07:57:01.958350Z
5164,0034,8015.0,2021-11-07T07:57:01.958350Z
5165,0035,5814.25,2021-11-07T07:57:01.958350Z
5166,0036,4290.75,2021-11-07T07:57:01.958350Z
5167,0037,30747.06075,2021-11-07T07:57:01.958350Z
5168,0038,14837.25,2021-11-07T07:57:01.958350Z
5169,0039,14935.48125,2021-11-07T07:57:01.958350Z
5170,0040,3145.23275,2021-11-07T07:57:01.958350Z
5171,0041,151.66075,2021-11-07T07:57:01.958350Z
5172,0042,632.75,2021-11-07T07:57:01.958350Z
5173,0047,10620.25,2021-11-07T07:57:01.958350Z
5174,0048,1448.0,2021-11-07T07:57:01.958350Z
5175,0049,31969.5,2021-11-07T07:57:01.958350Z
5176,0051,14191.75,2021-11-07T07:57:01.958350Z
5177,0058,11419.5,2021-11-07T07:57:01.958350Z
5178,0063,24121.25,2021-11-07T07:57:01.958350Z
5179,0064,4167.5,2021-11-07T07:57:01.958350Z
5180,0065,11675.25,2021-11-07T07:57:01.958350Z
5181,0066,5.4435,2021-11-07T07:57:01.958350Z
5182,0067,5013.75,2021-11-07T07:57:01.958350Z
5183,0068,11317.2985,2021-11-07T07:57:01.958350Z
5184,0069,128.65825,2021-11-07T07:57:01.958350Z
5185,006a,2535.25,2021-11-07T07:57:01.958350Z
5186,0071,2550.25,2021-11-07T07:57:01.958350Z
5187,0072,1136.25,2021-11-07T07:57:01.958350Z
5188,0073,1269.5,2021-11-07T07:57:01.958350Z
5189,0074,1187.5,2021-11-07T07:57:01.958350Z
5190,0075,1475.75,2021-11-07T07:57:01.958350Z
5191,0076,1168.25,2021-11-07T07:57:01.958350Z
5192,0077,1409.0,2021-11-07T07:57:01.958350Z
5193,0080,1775.5,2021-11-07T07:57:01.958350Z
5194,0081,6072.25,2021-11-07T07:57:01.958350Z
5195,0083,2507.75,2021-11-07T07:57:01.958350Z
5196,0084,2015.0,2021-11-07T07:57:01.958350Z
5197,0085,2125.25,2021-11-07T07:57:01.958350Z
5198,0086,1803.0,2021-11-07T07:57:01.958350Z
5199,0087,9661.25,2021-11-07T07:57:01.958350Z
5200,0088,1065.0,2021-11-07T07:57:01.958350Z
5201,0089,1717.25,2021-11-07T07:57:01.958350Z
5202,008b,47862.0,2021-11-07T07:57:01.958350Z
5203,0090,2008.5,2021-11-07T07:57:01.958350Z
5204,0091,1597.5,2021-11-07T07:57:01.958350Z
5205,0092,2329.75,2021-11-07T07:57:01.958350Z
5206,0093,2485.5,2021-11-07T07:57:01.958350Z
5207,0094,3162.5,2021-11-07T07:57:01.958350Z
5208,0095,2189.0,2021-11-07T07:57:01.958350Z
5209,0096,1491.75,2021-11-07T07:57:01.958350Z
5210,0097,2720.0,2021-11-07T07:57:01.958350Z
5211,0098,2.32825,2021-11-07T07:57:01.958350Z
5212,0099,3695.5,2021-11-07T07:57:01.958350Z
5213,009a,67455.25,2021-11-07T07:57:01.958350Z
5214,0100,1022.0,2021-11-07T07:57:01.958350Z
5215,0101,2590.75,2021-11-07T07:57:01.958350Z
5216,0102,2182.75,2021-11-07T07:57:01.958350Z
5217,0104,1956.0,2021-11-07T07:57:01.958350Z
5218,0105,2704.0,2021-11-07T07:57:01.958350Z
5219,0106,2145.0,2021-11-07T07:57:01.958350Z
5220,0107,2591.5,2021-11-07T07:57:01.958350Z
5221,0111,91608.25,2021-11-07T07:57:01.958350Z
5222,0113,16449.5,2021-11-07T07:57:01.958350Z
5223,0114,10498.75,2021-11-07T07:57:01.958350Z
5224,0115,3822.75,2021-11-07T07:57:01.958350Z
5225,0117,27507.25,2021-11-07T07:57:01.958350Z
5226,0118,21346.25,2021-11-07T07:57:01.958350Z
5227,0121,12396.75,2021-11-07T07:57:01.958350Z
5228,0123,11307.0,2021-11-07T07:57:01.958350Z
5229,0124,34084.75,2021-11-07T07:57:01.958350Z
5230,0128,4296.25,2021-11-07T07:57:01.958350Z
5231,0130,3043.25,2021-11-07T07:57:01.958350Z
5232,0151,8.07925,2021-11-07T07:57:01.958350Z
5233,016a,10501.75,2021-11-07T07:57:01.958350Z
5234,0194,2779.75,2021-11-07T07:57:01.958350Z
5235,0201,28503.25,2021-11-07T07:57:01.958350Z
5236,0202,39122.25,2021-11-07T07:57:01.958350Z
5237,026a,3661.29475,2021-11-07T07:57:01.958350Z
5238,109a,2448.0,2021-11-07T07:57:01.958350Z
5239,109b,3239.75,2021-11-07T07:57:01.958350Z
5240,109c,4459.0,2021-11-07T07:57:01.958350Z
5241,109d,1629.0,2021-11-07T07:57:01.958350Z
5242,0002,3900.5,2021-11-07T07:42:01.216551Z
5243,0005,45140.5,2021-11-07T07:42:01.216551Z
5244,0006,48119.75,2021-11-07T07:42:01.216551Z
5245,0007,42053.5,2021-11-07T07:42:01.216551Z
5246,0008,35357.0,2021-11-07T07:42:01.216551Z
5247,0009,17120.25,2021-11-07T07:42:01.216551Z
5248,0010,18641.095,2021-11-07T07:42:01.216551Z
5249,0012,6906.75,2021-11-07T07:42:01.216551Z
5250,0013,4043.25,2021-11-07T07:42:01.216551Z
5251,0014,2254.75,2021-11-07T07:42:01.216551Z
5252,0015,186.0965,2021-11-07T07:42:01.216551Z
5253,0016,24378.25,2021-11-07T07:42:01.216551Z
5254,0017,16.86075,2021-11-07T07:42:01.216551Z
5255,0018,1788.25,2021-11-07T07:42:01.216551Z
5256,0019,52271.0,2021-11-07T07:42:01.216551Z
5257,0027,4759.25,2021-11-07T07:42:01.216551Z
5258,0029,26628.75,2021-11-07T07:42:01.216551Z
5259,0030,18198.5,2021-11-07T07:42:01.216551Z
5260,0031,10257.75,2021-11-07T07:42:01.216551Z
5261,0032,1197.0,2021-11-07T07:42:01.216551Z
5262,0033,7716.5,2021-11-07T07:42:01.216551Z
5263,0034,7301.0,2021-11-07T07:42:01.216551Z
5264,0035,5610.25,2021-11-07T07:42:01.216551Z
5265,0036,4333.5,2021-11-07T07:42:01.216551Z
5266,0037,32012.04675,2021-11-07T07:42:01.216551Z
5267,0038,14776.25,2021-11-07T07:42:01.216551Z
5268,0039,14542.19325,2021-11-07T07:42:01.216551Z
5269,0040,2931.4775,2021-11-07T07:42:01.216551Z
5270,0041,182.8245,2021-11-07T07:42:01.216551Z
5271,0042,657.0,2021-11-07T07:42:01.216551Z
5272,0047,10914.0,2021-11-07T07:42:01.216551Z
5273,0048,1543.0,2021-11-07T07:42:01.216551Z
5274,0049,32078.25,2021-11-07T07:42:01.216551Z
5275,0051,14420.75,2021-11-07T07:42:01.216551Z
5276,0058,11825.0,2021-11-07T07:42:01.216551Z
5277,0063,24426.25,2021-11-07T07:42:01.216551Z
5278,0064,4292.0,2021-11-07T07:42:01.216551Z
5279,0065,11508.0,2021-11-07T07:42:01.216551Z
5280,0066,6.0265,2021-11-07T07:42:01.216551Z
5281,0067,5181.5,2021-11-07T07:42:01.216551Z
5282,0068,10763.456,2021-11-07T07:42:01.216551Z
5283,0069,131.2505,2021-11-07T07:42:01.216551Z
5284,006a,2499.5,2021-11-07T07:42:01.216551Z
5285,0071,3224.25,2021-11-07T07:42:01.216551Z
5286,0072,1209.0,2021-11-07T07:42:01.216551Z
5287,0073,1307.0,2021-11-07T07:42:01.216551Z
5288,0074,1362.25,2021-11-07T07:42:01.216551Z
5289,0075,1149.75,2021-11-07T07:42:01.216551Z
5290,0076,1439.5,2021-11-07T07:42:01.216551Z
5291,0077,1666.5,2021-11-07T07:42:01.216551Z
5292,0080,1943.75,2021-11-07T07:42:01.216551Z
5293,0081,6260.5,2021-11-07T07:42:01.216551Z
5294,0083,2644.0,2021-11-07T07:42:01.216551Z
5295,0084,1950.75,2021-11-07T07:42:01.216551Z
5296,0085,2148.5,2021-11-07T07:42:01.216551Z
5297,0086,1873.25,2021-11-07T07:42:01.216551Z
5298,0087,8569.0,2021-11-07T07:42:01.216551Z
5299,0088,1106.25,2021-11-07T07:42:01.216551Z
5300,0089,1819.0,2021-11-07T07:42:01.216551Z
5301,008b,48768.75,2021-11-07T07:42:01.216551Z
5302,0090,1921.0,2021-11-07T07:42:01.216551Z
5303,0091,1601.25,2021-11-07T07:42:01.216551Z
5304,0092,2337.25,2021-11-07T07:42:01.216551Z
5305,0093,2285.75,2021-11-07T07:42:01.216551Z
5306,0094,3355.25,2021-11-07T07:42:01.216551Z
5307,0095,3923.0,2021-11-07T07:42:01.216551Z
5308,0096,1482.75,2021-11-07T07:42:01.216551Z
5309,0097,4217.75,2021-11-07T07:42:01.216551Z
5310,0098,2.69125,2021-11-07T07:42:01.216551Z
5311,0099,3655.75,2021-11-07T07:42:01.216551Z
5312,009a,68243.25,2021-11-07T07:42:01.216551Z
5313,0100,998.25,2021-11-07T07:42:01.216551Z
5314,0101,2131.5,2021-11-07T07:42:01.216551Z
5315,0102,2134.5,2021-11-07T07:42:01.216551Z
5316,0104,1966.25,2021-11-07T07:42:01.216551Z
5317,0105,2593.0,2021-11-07T07:42:01.216551Z
5318,0106,2289.25,2021-11-07T07:42:01.216551Z
5319,0107,2880.5,2021-11-07T07:42:01.216551Z
5320,0111,93015.0,2021-11-07T07:42:01.216551Z
5321,0114,10432.75,2021-11-07T07:42:01.216551Z
5322,0115,3872.75,2021-11-07T07:42:01.216551Z
5323,0117,25993.25,2021-11-07T07:42:01.216551Z
5324,0118,21355.5,2021-11-07T07:42:01.216551Z
5325,0121,11899.5,2021-11-07T07:42:01.216551Z
5326,0123,10752.75,2021-11-07T07:42:01.216551Z
5327,0124,32644.0,2021-11-07T07:42:01.216551Z
5328,0128,4384.0,2021-11-07T07:42:01.216551Z
5329,0130,2922.0,2021-11-07T07:42:01.216551Z
5330,0151,7.65675,2021-11-07T07:42:01.216551Z
5331,016a,10538.0,2021-11-07T07:42:01.216551Z
5332,0194,2957.75,2021-11-07T07:42:01.216551Z
5333,0201,27777.5,2021-11-07T07:42:01.216551Z
5334,0202,40106.5,2021-11-07T07:42:01.216551Z
5335,026a,3592.0835,2021-11-07T07:42:01.216551Z
5336,109a,2504.75,2021-11-07T07:42:01.216551Z
5337,109b,3542.75,2021-11-07T07:42:01.216551Z
5338,109c,4526.0,2021-11-07T07:42:01.216551Z
5339,109d,1555.5,2021-11-07T07:42:01.216551Z
5340,0002,3121.25,2021-11-07T07:27:01.936253Z
5341,0005,46076.25,2021-11-07T07:27:01.936253Z
5342,0006,48236.25,2021-11-07T07:27:01.936253Z
5343,0007,42411.75,2021-11-07T07:27:01.936253Z
5344,0008,36174.5,2021-11-07T07:27:01.936253Z
5345,0009,18423.25,2021-11-07T07:27:01.936253Z
5346,0010,18107.04475,2021-11-07T07:27:01.936253Z
5347,0012,6014.25,2021-11-07T07:27:01.936253Z
5348,0013,4019.75,2021-11-07T07:27:01.936253Z
5349,0014,1907.75,2021-11-07T07:27:01.936253Z
5350,0015,163.708,2021-11-07T07:27:01.936253Z
5351,0016,24966.75,2021-11-07T07:27:01.936253Z
5352,0017,18.28375,2021-11-07T07:27:01.936253Z
5353,0018,1881.25,2021-11-07T07:27:01.936253Z
5354,0019,48981.25,2021-11-07T07:27:01.936253Z
5355,0027,4703.5,2021-11-07T07:27:01.936253Z
5356,0029,27098.0,2021-11-07T07:27:01.936253Z
5357,0030,18577.5,2021-11-07T07:27:01.936253Z
5358,0031,10435.0,2021-11-07T07:27:01.936253Z
5359,0032,1153.0,2021-11-07T07:27:01.936253Z
5360,0033,7690.75,2021-11-07T07:27:01.936253Z
5361,0034,8202.5,2021-11-07T07:27:01.936253Z
5362,0035,5618.25,2021-11-07T07:27:01.936253Z
5363,0036,4290.5,2021-11-07T07:27:01.936253Z
5364,0037,30639.82675,2021-11-07T07:27:01.936253Z
5365,0038,14889.0,2021-11-07T07:27:01.936253Z
5366,0039,14126.772,2021-11-07T07:27:01.936253Z
5367,0040,2413.731,2021-11-07T07:27:01.936253Z
5368,0041,128.3325,2021-11-07T07:27:01.936253Z
5369,0042,605.5,2021-11-07T07:27:01.936253Z
5370,0047,11149.75,2021-11-07T07:27:01.936253Z
5371,0048,1548.0,2021-11-07T07:27:01.936253Z
5372,0049,32093.0,2021-11-07T07:27:01.936253Z
5373,0051,14334.75,2021-11-07T07:27:01.936253Z
5374,0058,11388.25,2021-11-07T07:27:01.936253Z
5375,0063,23630.75,2021-11-07T07:27:01.936253Z
5376,0064,4498.75,2021-11-07T07:27:01.936253Z
5377,0065,11603.75,2021-11-07T07:27:01.936253Z
5378,0066,5.85125,2021-11-07T07:27:01.936253Z
5379,0067,5295.25,2021-11-07T07:27:01.936253Z
5380,0068,11007.5315,2021-11-07T07:27:01.936253Z
5381,0069,97.81,2021-11-07T07:27:01.936253Z
5382,006a,2533.0,2021-11-07T07:27:01.936253Z
5383,0071,2469.5,2021-11-07T07:27:01.936253Z
5384,0072,729.75,2021-11-07T07:27:01.936253Z
5385,0073,1474.25,2021-11-07T07:27:01.936253Z
5386,0074,961.75,2021-11-07T07:27:01.936253Z
5387,0075,1682.0,2021-11-07T07:27:01.936253Z
5388,0076,1902.0,2021-11-07T07:27:01.936253Z
5389,0077,1386.25,2021-11-07T07:27:01.936253Z
5390,0080,1935.75,2021-11-07T07:27:01.936253Z
5391,0081,7014.25,2021-11-07T07:27:01.936253Z
5392,0083,2483.5,2021-11-07T07:27:01.936253Z
5393,0084,2131.25,2021-11-07T07:27:01.936253Z
5394,0085,1891.75,2021-11-07T07:27:01.936253Z
5395,0086,1922.0,2021-11-07T07:27:01.936253Z
5396,0087,9451.5,2021-11-07T07:27:01.936253Z
5397,0088,1032.25,2021-11-07T07:27:01.936253Z
5398,0089,1823.75,2021-11-07T07:27:01.936253Z
5399,008b,47778.75,2021-11-07T07:27:01.936253Z
5400,0090,1897.25,2021-11-07T07:27:01.936253Z
5401,0091,1660.25,2021-11-07T07:27:01.936253Z
5402,0092,2256.5,2021-11-07T07:27:01.936253Z
5403,0093,2470.75,2021-11-07T07:27:01.936253Z
5404,0094,3267.25,2021-11-07T07:27:01.936253Z
5405,0095,2140.25,2021-11-07T07:27:01.936253Z
5406,0096,1523.5,2021-11-07T07:27:01.936253Z
5407,0097,2843.0,2021-11-07T07:27:01.936253Z
5408,0098,2.7495,2021-11-07T07:27:01.936253Z
5409,0099,3594.5,2021-11-07T07:27:01.936253Z
5410,009a,68730.0,2021-11-07T07:27:01.936253Z
5411,0100,1151.5,2021-11-07T07:27:01.936253Z
5412,0101,2510.75,2021-11-07T07:27:01.936253Z
5413,0102,2226.25,2021-11-07T07:27:01.936253Z
5414,0104,2298.0,2021-11-07T07:27:01.936253Z
5415,0105,2693.5,2021-11-07T07:27:01.936253Z
5416,0106,2278.75,2021-11-07T07:27:01.936253Z
5417,0107,2963.25,2021-11-07T07:27:01.936253Z
5418,0111,93262.5,2021-11-07T07:27:01.936253Z
5419,0113,15868.0,2021-11-07T07:27:01.936253Z
5420,0114,10883.75,2021-11-07T07:27:01.936253Z
5421,0115,3877.75,2021-11-07T07:27:01.936253Z
5422,0117,25388.25,2021-11-07T07:27:01.936253Z
5423,0118,21388.5,2021-11-07T07:27:01.936253Z
5424,0121,11865.25,2021-11-07T07:27:01.936253Z
5425,0123,9622.5,2021-11-07T07:27:01.936253Z
5426,0124,32725.25,2021-11-07T07:27:01.936253Z
5427,0128,4640.5,2021-11-07T07:27:01.936253Z
5428,0130,2988.75,2021-11-07T07:27:01.936253Z
5429,0151,7.50025,2021-11-07T07:27:01.936253Z
5430,016a,10928.25,2021-11-07T07:27:01.936253Z
5431,0194,3602.75,2021-11-07T07:27:01.936253Z
5432,0201,33073.0,2021-11-07T07:27:01.936253Z
5433,0202,47050.0,2021-11-07T07:27:01.936253Z
5434,026a,4025.3025,2021-11-07T07:27:01.936253Z
5435,109a,2635.5,2021-11-07T07:27:01.936253Z
5436,109b,3130.0,2021-11-07T07:27:01.936253Z
5437,109c,4694.0,2021-11-07T07:27:01.936253Z
5438,109d,1670.75,2021-11-07T07:27:01.936253Z
5439,0002,3041.75,2021-11-07T07:12:01.516512Z
5440,0005,45928.75,2021-11-07T07:12:01.516512Z
5441,0006,48228.0,2021-11-07T07:12:01.516512Z
5442,0007,42052.0,2021-11-07T07:12:01.516512Z
5443,0008,36225.75,2021-11-07T07:12:01.516512Z
5444,0009,18318.25,2021-11-07T07:12:01.516512Z
5445,0010,18641.884749999997,2021-11-07T07:12:01.516512Z
5446,0012,6784.25,2021-11-07T07:12:01.516512Z
5447,0013,3807.25,2021-11-07T07:12:01.516512Z
5448,0014,2233.25,2021-11-07T07:12:01.516512Z
5449,0015,161.2555,2021-11-07T07:12:01.516512Z
5450,0016,24614.75,2021-11-07T07:12:01.516512Z
5451,0017,17.3685,2021-11-07T07:12:01.516512Z
5452,0018,1833.25,2021-11-07T07:12:01.516512Z
5453,0019,53977.0,2021-11-07T07:12:01.516512Z
5454,0027,5141.0,2021-11-07T07:12:01.516512Z
5455,0029,27919.5,2021-11-07T07:12:01.516512Z
5456,0030,17870.25,2021-11-07T07:12:01.516512Z
5457,0031,10547.25,2021-11-07T07:12:01.516512Z
5458,0032,1137.5,2021-11-07T07:12:01.516512Z
5459,0033,7366.5,2021-11-07T07:12:01.516512Z
5460,0034,7713.5,2021-11-07T07:12:01.516512Z
5461,0035,5822.5,2021-11-07T07:12:01.516512Z
5462,0036,4350.0,2021-11-07T07:12:01.516512Z
5463,0037,30322.24175,2021-11-07T07:12:01.516512Z
5464,0038,14792.5,2021-11-07T07:12:01.516512Z
5465,0039,15045.1035,2021-11-07T07:12:01.516512Z
5466,0040,3161.72525,2021-11-07T07:12:01.516512Z
5467,0041,176.61775,2021-11-07T07:12:01.516512Z
5468,0042,296.2685,2021-11-07T07:12:01.516512Z
5469,0047,10820.75,2021-11-07T07:12:01.516512Z
5470,0048,1387.5,2021-11-07T07:12:01.516512Z
5471,0049,31833.5,2021-11-07T07:12:01.516512Z
5472,0051,15234.0,2021-11-07T07:12:01.516512Z
5473,0058,11958.25,2021-11-07T07:12:01.516512Z
5474,0063,23518.25,2021-11-07T07:12:01.516512Z
5475,0064,4782.75,2021-11-07T07:12:01.516512Z
5476,0065,10683.75,2021-11-07T07:12:01.516512Z
5477,0066,5.1855,2021-11-07T07:12:01.516512Z
5478,0067,5563.0,2021-11-07T07:12:01.516512Z
5479,0068,11251.7125,2021-11-07T07:12:01.516512Z
5480,0069,138.59775000000002,2021-11-07T07:12:01.516512Z
5481,006a,2581.25,2021-11-07T07:12:01.516512Z
5482,0071,2570.25,2021-11-07T07:12:01.516512Z
5483,0072,608.0,2021-11-07T07:12:01.516512Z
5484,0073,1197.75,2021-11-07T07:12:01.516512Z
5485,0074,1100.0,2021-11-07T07:12:01.516512Z
5486,0075,1576.5,2021-11-07T07:12:01.516512Z
5487,0076,1231.5,2021-11-07T07:12:01.516512Z
5488,0077,841.25,2021-11-07T07:12:01.516512Z
5489,0080,1844.5,2021-11-07T07:12:01.516512Z
5490,0081,6518.75,2021-11-07T07:12:01.516512Z
5491,0083,2924.5,2021-11-07T07:12:01.516512Z
5492,0084,2222.5,2021-11-07T07:12:01.516512Z
5493,0085,1943.25,2021-11-07T07:12:01.516512Z
5494,0086,2077.5,2021-11-07T07:12:01.516512Z
5495,0087,8321.5,2021-11-07T07:12:01.516512Z
5496,0088,1034.25,2021-11-07T07:12:01.516512Z
5497,0089,2040.25,2021-11-07T07:12:01.516512Z
5498,008b,48548.25,2021-11-07T07:12:01.516512Z
5499,0090,2122.5,2021-11-07T07:12:01.516512Z
5500,0091,1725.5,2021-11-07T07:12:01.516512Z
5501,0092,2309.75,2021-11-07T07:12:01.516512Z
5502,0093,2538.5,2021-11-07T07:12:01.516512Z
5503,0094,3001.75,2021-11-07T07:12:01.516512Z
5504,0095,2058.5,2021-11-07T07:12:01.516512Z
5505,0096,1464.5,2021-11-07T07:12:01.516512Z
5506,0097,2564.5,2021-11-07T07:12:01.516512Z
5507,0098,2.5385,2021-11-07T07:12:01.516512Z
5508,0099,3815.0,2021-11-07T07:12:01.516512Z
5509,009a,66801.25,2021-11-07T07:12:01.516512Z
5510,0100,997.0,2021-11-07T07:12:01.516512Z
5511,0101,2298.25,2021-11-07T07:12:01.516512Z
5512,0102,2315.0,2021-11-07T07:12:01.516512Z
5513,0104,2465.25,2021-11-07T07:12:01.516512Z
5514,0105,2718.75,2021-11-07T07:12:01.516512Z
5515,0106,2236.25,2021-11-07T07:12:01.516512Z
5516,0107,3183.25,2021-11-07T07:12:01.516512Z
5517,0111,93283.75,2021-11-07T07:12:01.516512Z
5518,0113,15165.75,2021-11-07T07:12:01.516512Z
5519,0114,11001.25,2021-11-07T07:12:01.516512Z
5520,0115,3839.75,2021-11-07T07:12:01.516512Z
5521,0117,27119.0,2021-11-07T07:12:01.516512Z
5522,0118,21409.25,2021-11-07T07:12:01.516512Z
5523,0121,11398.75,2021-11-07T07:12:01.516512Z
5524,0123,9762.0,2021-11-07T07:12:01.516512Z
5525,0124,33551.0,2021-11-07T07:12:01.516512Z
5526,0128,4100.25,2021-11-07T07:12:01.516512Z
5527,0130,3108.25,2021-11-07T07:12:01.516512Z
5528,0151,7.959,2021-11-07T07:12:01.516512Z
5529,016a,10986.75,2021-11-07T07:12:01.516512Z
5530,0194,3760.75,2021-11-07T07:12:01.516512Z
5531,0201,27910.0,2021-11-07T07:12:01.516512Z
5532,0202,40250.75,2021-11-07T07:12:01.516512Z
5533,026a,3899.11575,2021-11-07T07:12:01.516512Z
5534,109a,2592.5,2021-11-07T07:12:01.516512Z
5535,109b,3118.75,2021-11-07T07:12:01.516512Z
5536,109c,4596.0,2021-11-07T07:12:01.516512Z
5537,109d,1721.5,2021-11-07T07:12:01.516512Z
5538,0002,2871.0,2021-11-07T06:57:01.731723Z
5539,0005,44995.5,2021-11-07T06:57:01.731723Z
5540,0006,48339.25,2021-11-07T06:57:01.731723Z
5541,0007,42356.5,2021-11-07T06:57:01.731723Z
5542,0008,35187.25,2021-11-07T06:57:01.731723Z
5543,0009,17286.25,2021-11-07T06:57:01.731723Z
5544,0010,18084.58575,2021-11-07T06:57:01.731723Z
5545,0012,6925.25,2021-11-07T06:57:01.731723Z
5546,0013,3807.0,2021-11-07T06:57:01.731723Z
5547,0014,1987.75,2021-11-07T06:57:01.731723Z
5548,0015,271.815,2021-11-07T06:57:01.731723Z
5549,0016,24996.75,2021-11-07T06:57:01.731723Z
5550,0017,17.36875,2021-11-07T06:57:01.731723Z
5551,0018,1926.5,2021-11-07T06:57:01.731723Z
5552,0019,51306.0,2021-11-07T06:57:01.731723Z
5553,0027,4238.75,2021-11-07T06:57:01.731723Z
5554,0029,27275.25,2021-11-07T06:57:01.731723Z
5555,0030,17153.0,2021-11-07T06:57:01.731723Z
5556,0031,10123.5,2021-11-07T06:57:01.731723Z
5557,0032,1014.5,2021-11-07T06:57:01.731723Z
5558,0033,8173.5,2021-11-07T06:57:01.731723Z
5559,0034,7873.5,2021-11-07T06:57:01.731723Z
5560,0035,5652.5,2021-11-07T06:57:01.731723Z
5561,0036,4300.25,2021-11-07T06:57:01.731723Z
5562,0037,32349.77925,2021-11-07T06:57:01.731723Z
5563,0038,15088.5,2021-11-07T06:57:01.731723Z
5564,0039,13851.77825,2021-11-07T06:57:01.731723Z
5565,0040,2555.7265,2021-11-07T06:57:01.731723Z
